0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0.875,0.0011,-1.46667,0.00375,0.0125,2048
0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0.8125,0.0016,-1.04,0.00625,0.0225,2048
2,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0.75,0.0017,-0.8,0.0075,0.025,2048
0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,0.75,0.0022,-0.74286,0.00875,0.0475,2048
0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0.6875,0.00225,-0.65,0.01,0.05,2048
0,1,0,0,0,0,0,0,0,0,0,0,3,2,1,1,0.6875,0.00255,-0.62222,0.01125,0.0575,2048
1,1,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0.6875,0.00275,-0.6,0.0125,0.065,2048
2,0,0,0,0,0,0,0,1,0,0,0,3,3,0,0,0.75,0.0033,-0.61818,0.01375,0.0925,2048
2,2,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0.75,0.0043,-0.70769,0.01625,0.1825,2048
3,0,0,0,0,0,1,0,1,0,0,0,4,0,0,0,0.75,0.0047,-0.82857,0.0175,0.205,2048
0,0,1,0,3,0,0,0,1,0,0,0,4,0,1,0,0.6875,0.00475,-0.88,0.01875,0.2075,2048
1,0,0,0,3,0,0,0,1,0,0,0,4,1,1,0,0.625,0.00475,-0.725,0.02,0.21,2048
1,0,0,0,3,0,0,0,1,0,0,1,4,2,0,0,0.625,0.00495,-0.75294,0.02125,0.2175,2048
1,0,0,2,3,0,0,0,1,0,0,0,4,2,0,1,0.5625,0.00505,-0.73684,0.02375,0.2275,2048
1,2,0,0,3,0,0,0,1,2,0,0,4,2,1,0,0.5,0.0051,-0.68571,0.02625,0.2375,2048
1,0,0,0,3,0,0,0,1,2,1,0,4,3,1,0,0.5,0.00545,-0.61818,0.0275,0.26,2048
1,2,2,0,3,3,1,0,1,0,0,0,4,0,0,0,0.5,0.0055,-0.64348,0.02875,0.2675,2048
1,0,0,1,3,0,0,0,1,2,2,0,4,3,1,0,0.4375,0.0055,-0.63333,0.03,0.27,2048
2,0,0,1,3,0,0,0,1,3,0,0,4,3,1,0,0.5,0.0057,-0.64,0.03125,0.2975,2048
2,0,0,0,3,0,0,0,1,1,0,0,4,4,1,1,0.5,0.00665,-0.55385,0.0325,0.38,2048
2,0,0,0,3,0,0,1,2,0,0,0,5,2,0,0,0.625,0.0083,-0.6963,0.03375,0.7125,2048
2,0,0,0,3,2,0,0,2,0,0,0,5,2,0,1,0.5625,0.0083,-0.68966,0.03625,0.7225,2048
2,0,0,0,3,1,0,0,2,0,0,0,5,3,0,1,0.5625,0.0087,-0.66667,0.0375,0.745,2048
2,0,0,0,3,1,0,0,2,0,0,0,5,3,1,1,0.5,0.0087,-0.63226,0.03875,0.7475,2048
2,1,0,0,3,1,0,0,2,0,0,0,5,3,2,0,0.5,0.0087,-0.6125,0.04,0.755,2048
2,0,0,0,3,1,0,0,2,2,0,0,5,3,2,0,0.5,0.0087,-0.58182,0.04125,0.7625,2048
2,0,0,1,3,1,0,0,3,0,0,0,5,3,2,0,0.5,0.0089,-0.58824,0.0425,0.785,2048
0,0,0,0,2,0,0,2,4,1,0,0,5,3,2,1,0.5,0.0099,-0.6,0.045,0.875,2048
0,0,0,1,0,0,0,3,0,0,4,1,5,3,2,1,0.5,0.0101,-0.81081,0.04625,0.8975,2048
0,0,0,0,0,0,0,1,1,0,4,3,5,3,2,2,0.5,0.0101,-0.71579,0.0475,0.905,2048
1,0,0,0,1,0,0,0,1,4,3,0,5,3,3,0,0.5,0.0102,-0.65641,0.04875,0.9275,2048
1,0,0,0,1,0,0,0,1,4,3,0,5,4,0,1,0.5,0.01085,-0.66,0.05,1.01,2048
0,1,0,0,1,0,0,0,2,0,0,0,5,5,3,1,0.5625,0.01225,-0.56585,0.05125,1.3375,2048
1,0,0,0,1,0,0,0,2,0,0,1,6,3,1,0,0.5625,0.01455,-0.71429,0.0525,2.62,2048
1,0,0,0,2,0,0,0,2,0,0,0,6,3,1,1,0.5625,0.01465,-0.67907,0.05375,2.6275,2048
1,0,0,0,2,0,0,1,2,0,0,0,6,3,2,0,0.5625,0.0147,-0.7,0.055,2.635,2048
0,0,0,0,1,0,0,0,3,1,0,0,6,3,2,1,0.5625,0.01505,-0.66667,0.05625,2.6575,2048
0,0,0,0,0,0,1,1,0,0,3,1,6,3,2,1,0.5,0.01505,-0.71304,0.0575,2.66,2048
0,0,0,0,0,0,1,0,1,0,3,1,6,3,2,2,0.5,0.0151,-0.71489,0.05875,2.6675,2048
1,0,0,0,1,0,0,0,1,3,1,0,6,3,3,0,0.5,0.01525,-0.66667,0.06,2.69,2048
0,0,1,0,1,0,0,0,2,0,1,0,6,4,3,0,0.5625,0.01625,-0.68571,0.06125,2.7775,2048
1,0,0,0,1,0,0,1,2,1,0,0,6,4,3,0,0.5,0.01625,-0.656,0.0625,2.78,2048
0,0,0,0,2,0,0,1,2,1,0,0,6,4,3,1,0.5,0.0163,-0.65098,0.06375,2.7875,2048
0,0,0,1,0,0,0,0,3,1,0,0,6,4,3,2,0.5625,0.0165,-0.63077,0.065,2.815,2048
0,0,0,1,0,0,0,0,1,0,3,1,6,4,3,2,0.5,0.0165,-0.64906,0.06625,2.8175,2048
0,1,0,0,0,0,0,0,1,0,0,2,6,4,4,2,0.5625,0.0171,-0.63704,0.0675,2.905,2048
0,0,0,0,1,0,0,0,1,1,0,0,6,4,4,3,0.5625,0.01725,-0.59636,0.06875,2.9275,2048
0,0,0,0,0,0,0,1,2,1,0,0,6,4,4,3,0.5625,0.0173,-0.60714,0.07,2.935,2048
1,0,0,0,0,0,0,0,2,1,0,1,6,4,4,3,0.5,0.0173,-0.59649,0.07125,2.9375,2048
1,0,2,0,0,0,0,0,2,2,0,0,6,5,3,0,0.5625,0.0187,-0.63729,0.07375,3.2725,2048
0,0,0,0,1,0,0,1,2,2,2,0,6,5,3,0,0.5,0.0187,-0.6,0.075,3.275,2048
0,0,0,0,1,0,0,1,2,2,2,0,6,5,3,1,0.4375,0.0187,-0.59016,0.07625,3.2775,2048
0,0,0,0,1,0,0,1,2,2,2,0,6,5,3,2,0.4375,0.0187,-0.58065,0.0775,3.285,2048
0,1,0,0,0,0,0,2,0,0,2,3,6,5,3,2,0.5,0.0189,-0.61587,0.07875,3.3125,2048
1,0,0,0,2,0,0,0,2,3,1,0,6,5,3,2,0.4375,0.0189,-0.575,0.08,3.315,2048
0,0,0,1,0,0,0,2,1,2,3,1,6,5,3,2,0.375,0.0189,-0.57846,0.08125,3.3175,2048
1,0,0,1,0,0,0,2,1,2,0,1,6,5,4,2,0.375,0.0195,-0.59394,0.0825,3.4,2048
0,0,0,1,0,1,0,2,2,2,0,1,6,5,4,2,0.375,0.0195,-0.5791,0.08375,3.4075,2048
1,0,0,0,1,2,0,0,3,1,1,0,6,5,4,2,0.375,0.0197,-0.57059,0.085,3.43,2048
0,0,1,1,0,0,1,2,0,0,3,2,6,5,4,2,0.375,0.0197,-0.55072,0.08625,3.4375,2048
0,0,0,2,0,0,1,2,1,0,3,2,6,5,4,2,0.375,0.0197,-0.55429,0.0875,3.445,2048
0,0,0,0,0,1,1,0,1,0,3,3,6,5,4,3,0.4375,0.0198,-0.54648,0.08875,3.4875,2048
0,0,0,0,0,0,1,0,1,1,3,1,6,5,4,4,0.4375,0.0202,-0.53333,0.09,3.57,2048
2,0,0,0,1,0,0,0,2,3,1,0,6,5,5,0,0.5,0.0213,-0.56757,0.0925,3.905,2048
2,0,0,0,1,0,0,0,2,3,1,0,6,6,0,2,0.5,0.0235,-0.58421,0.095,5.195,2048
2,0,0,0,1,0,0,1,2,3,1,0,7,2,0,0,0.5,0.0275,-0.76883,0.09625,10.3175,2048
2,0,0,1,1,0,0,0,2,3,0,0,7,2,1,1,0.4375,0.0275,-0.74872,0.0975,10.32,2048
2,1,1,0,1,0,0,0,2,3,0,0,7,2,2,0,0.4375,0.0275,-0.7443,0.09875,10.3275,2048
2,2,0,0,1,0,0,1,2,3,0,0,7,3,0,0,0.5,0.0279,-0.73,0.1,10.355,2048
2,0,0,0,1,0,0,0,2,2,1,0,7,4,0,1,0.5,0.0287,-0.71605,0.10125,10.4375,2048
2,0,0,0,1,0,0,0,2,2,1,0,7,4,1,1,0.4375,0.0287,-0.69268,0.1025,10.44,2048
2,0,0,0,1,0,1,0,2,2,0,0,7,4,2,1,0.4375,0.0287,-0.70843,0.10375,10.4475,2048
0,0,0,2,0,0,0,2,0,0,1,3,7,4,2,1,0.5,0.0291,-0.71429,0.105,10.475,2048
0,0,0,1,0,0,0,3,0,0,1,3,7,4,2,1,0.5,0.0293,-0.71529,0.10625,10.4975,2048
0,0,1,0,0,0,0,1,0,0,1,4,7,4,2,1,0.5,0.02985,-0.76279,0.1075,10.58,2048
1,0,0,1,1,0,0,0,1,4,0,0,7,4,2,1,0.4375,0.02985,-0.71724,0.10875,10.5825,2048
0,0,0,0,1,0,0,0,2,2,0,0,7,5,2,2,0.5625,0.0311,-0.66966,0.11125,10.9225,2048
1,0,0,0,0,0,0,1,0,0,0,3,0,7,5,3,0.625,0.03165,-0.95556,0.1125,10.965,2048
